Address A	Port A	Address B	Port B	Packets	Bytes	Packets A → B	Bytes A → B	Packets B → A	Bytes B → A	Rel Start	Duration	Bits/s A → B	Bits/s B → A
192.168.1.4	43600	92.246.220.206	40396	2	128	1	74	1	54	0.045192799	0.464436962	1274.661684	930.158526
192.168.1.4	35562	13.233.72.134	80	15	2160	12	1455	3	705	0.045493763	76.61311617	151.9322093	73.61663749
192.168.1.4	41792	36.37.109.205	808	14	1743	9	1132	5	611	0.045884586	1.08437139	8351.38227	4507.680713
192.168.1.4	42390	138.186.172.222	33109	2	128	1	74	1	54	0.046252809	0.543560138	1089.11592	794.7602663
192.168.1.4	58424	176.103.45.27	46994	2	128	1	74	1	54	0.046265931	0.373155519	1586.469903	1157.694253
192.168.1.4	43080	18.219.3.105	80	5	370	5	370	0	0	0.046661367	15.47171758	191.3168325	0
192.168.1.4	43752	139.255.64.10	41309	2	128	1	74	1	54	0.047011171	0.532651161	1111.421589	811.0373761
192.168.1.4	56182	103.108.62.14	49271	5	370	5	370	0	0	0.04707983	15.47066312	191.3298724	0
192.168.1.4	59102	103.28.243.11	37120	2	128	1	74	1	54	0.047242941	0.662340513	893.8000747	652.2324869
192.168.1.4	53128	1.20.99.185	44450	2	128	1	74	1	54	0.047367164	0.602138398	983.1626782	717.4430354
192.168.1.4	52426	46.164.149.40	36551	5	370	5	370	0	0	0.047467439	15.47092574	191.3266246	0
192.168.1.4	57158	36.67.199.89	47923	2	128	1	74	1	54	0.047479963	0.602256932	982.9691757	717.3018309
192.168.1.4	53340	200.7.205.194	51910	4	296	4	296	0	0	0.047700158	7.085698851	334.1942764	0
192.168.1.4	45548	202.49.183.168	30309	2	128	1	74	1	54	0.047805671	0.686919357	861.8187768	628.8947831
192.168.1.4	51862	190.53.46.14	38618	5	370	5	370	0	0	0.048102205	15.46970642	191.3417048	0
192.168.1.4	53316	68.183.185.17	8888	2	128	1	74	1	54	0.048206825	0.541503983	1093.251423	797.7780655
192.168.1.4	57736	176.214.81.106	41774	5	370	5	370	0	0	0.048218321	15.46953443	191.3438322	0
192.168.1.4	49102	196.18.215.160	3128	5	370	5	370	0	0	0.048564456	15.46985617	191.3398526	0
192.168.1.4	53106	35.196.70.16	80	5	370	5	370	0	0	0.049264455	15.46854953	191.3560152	0
192.168.1.4	38086	103.12.246.65	4145	28	8831	14	1722	14	7109	0.049271582	9.410418713	1463.909356	6043.514294
192.168.1.4	52810	182.16.163.138	8080	28	8922	14	1786	14	7136	0.049637281	2.859923896	4995.937137	19961.37033
192.168.1.4	51018	41.217.216.45	50951	2	128	1	74	1	54	0.050177566	0.619007562	956.3695766	697.8913127
192.168.1.4	51468	170.231.140.150	4145	30	8967	15	1776	15	7191	0.050417489	5.669214961	2506.167097	10147.43671
192.168.1.4	53496	96.9.69.230	53281	5	370	5	370	0	0	0.050780085	15.46701015	191.3750602	0
192.168.1.4	49320	186.38.39.22	39524	34	9439	18	2179	16	7260	0.051170169	22.63715873	770.0613054	2565.693014
192.168.1.4	59934	5.19.142.82	37589	5	370	5	370	0	0	0.051271155	15.46653219	191.3809743	0
192.168.1.4	47266	77.120.75.131	35911	5	370	5	370	0	0	0.051731248	15.46609867	191.3863388	0
192.168.1.4	57878	110.172.135.234	53822	2	128	1	74	1	54	0.052189255	0.577701942	1024.749887	747.7904584
192.168.1.4	45154	91.200.125.248	4145	5	370	5	370	0	0	0.052400044	15.46603518	191.3871245	0
192.168.1.4	57188	190.107.20.203	4145	2	128	1	74	1	54	0.052479846	0.587156206	1008.249583	735.7496959
192.168.1.4	58974	191.102.104.2	80	13	1658	12	1584	1	74	0.052752993	78.44044333	161.5493164	7.547127156
192.168.1.4	40358	194.67.37.90	3128	11	1150	10	1080	1	70	0.052775512	115.3044132	74.93208422	4.856709163
192.168.1.4	56892	95.181.35.30	40804	5	370	5	370	0	0	0.053084129	15.46480393	191.402362	0
192.168.1.4	53822	202.84.79.11	41247	2	128	1	74	1	54	0.05348181	0.681147704	869.1213323	634.2236749
192.168.1.4	44688	190.193.8.28	9999	2	128	1	74	1	54	0.05379075	0.705873644	838.677014	612.0075507
192.168.1.4	52340	58.68.228.234	1234	5	370	5	370	0	0	0.054258252	15.46298204	191.4249136	0
192.168.1.4	43922	163.53.182.148	39486	2	128	1	74	1	54	0.054269865	0.69345103	853.701234	622.9711707
192.168.1.4	53714	193.59.101.12	4145	31	9045	16	1854	15	7191	0.054320156	11.67592001	1270.30675	4927.06356
192.168.1.4	49786	175.100.5.52	45940	2	128	1	74	1	54	0.054605644	0.680175041	870.364192	635.1306266
192.168.1.4	58722	103.76.188.209	45190	2	128	1	74	1	54	0.054701783	0.614407285	963.530242	703.1166631
192.168.1.4	54202	200.195.188.2	32954	2	128	1	74	1	54	0.054964243	0.682725054	867.1133373	632.7583812
192.168.1.4	56170	80.240.253.112	50530	5	350	4	296	1	54	0.055052645	7.42457602	318.940771	58.18514065
192.168.1.4	35686	212.154.200.6	80	12	1398	10	1250	2	148	0.055379905	74.342017	134.513434	15.92639059
192.168.1.4	60378	110.74.196.9	54848	2	128	1	74	1	54	0.055435192	0.741434789	798.4518784	582.6540734
192.168.1.4	55300	103.255.148.26	35242	2	128	1	74	1	54	0.055484466	0.544065881	1088.10352	794.0214873
192.168.1.4	51910	1.10.188.12	35573	2	128	1	74	1	54	0.061558687	0.708042601	836.1078827	610.1327793
192.168.1.4	34226	1.10.187.6	31097	5	370	5	370	0	0	0.061835955	15.45608669	191.510313	0
192.168.1.4	39446	94.102.124.207	35836	2	128	1	74	1	54	0.061867937	0.497792896	1189.249595	867.8307856
192.168.1.4	54360	3.8.44.17	80	5	370	5	370	0	0	0.06202241	15.45527337	191.5203911	0
192.168.1.4	38336	45.63.51.89	80	2	128	1	74	1	54	0.062342204	0.59696629	991.6807865	723.6589523
192.168.1.4	57530	50.226.80.129	42741	30	8960	15	1764	15	7196	0.06235444	2.627258821	5371.377912	21911.81148
192.168.1.4	53998	94.179.130.34	41293	2	128	1	74	1	54	0.062504367	0.5473361	1081.602328	789.2773745
192.168.1.4	46452	113.53.83.157	35969	2	128	1	74	1	54	0.06271906	0.71781045	824.7302613	601.8301907
192.168.1.4	51776	1.10.186.48	38104	2	128	1	74	1	54	0.06306099	0.717316471	825.2982107	602.2446402
192.168.1.4	33938	103.78.164.1	4145	31	9054	16	1862	15	7192	0.063091115	13.66660581	1089.956073	4209.969966
192.168.1.4	48472	178.92.9.210	3128	12	1495	11	1421	1	74	0.063103684	59.48611841	191.1034087	9.95190165
192.168.1.4	37274	109.87.193.112	33620	2	128	1	74	1	54	0.063446299	0.546157379	1083.93665	790.980799
192.168.1.4	57014	131.255.4.49	10770	21	2121	15	1677	6	444	0.063572762	74.33383666	180.4830829	47.78442981
192.168.1.4	52120	103.192.169.186	35865	2	128	1	74	1	54	0.063722699	0.635918955	930.9362386	679.3318498
192.168.1.4	37270	51.38.71.101	8080	11	1421	10	1347	1	74	0.063786404	54.87747656	196.3647142	10.78766804
192.168.1.4	56288	168.232.198.25	32009	5	370	5	370	0	0	0.063815395	15.45349467	191.5424351	0
192.168.1.4	42474	203.160.58.117	4145	29	8889	13	1632	16	7257	0.063972905	3.736032978	3494.615834	15539.47739
192.168.1.4	44858	88.255.251.163	8080	5	370	5	370	0	0	0.064164828	15.45320767	191.5459925	0
192.168.1.4	41820	46.151.108.6	33727	2	128	1	74	1	54	0.064196453	0.54557716	1085.089412	791.8220037
192.168.1.4	50170	31.200.228.169	37293	5	370	5	370	0	0	0.064468579	15.45348233	191.5425881	0
192.168.1.4	54178	95.47.180.171	53484	5	370	5	370	0	0	0.064880826	15.45251903	191.5545286	0
192.168.1.4	42106	202.57.39.126	4145	39	9578	19	2044	20	7534	0.064908967	22.45476587	728.2195723	2684.151789
192.168.1.4	50980	66.96.237.71	36582	5	370	5	370	0	0	0.065158562	15.45282172	191.5507765	0
192.168.1.4	39926	118.173.232.190	13629	28	8824	12	1566	16	7258	0.065230033	4.214404887	2972.661701	13777.5087
192.168.1.4	42636	103.99.161.17	4145	12	825	8	577	4	248	0.065252434	16.64355927	277.3445226	119.2052714
192.168.1.4	41082	138.36.108.30	4145	27	8741	12	1566	15	7175	0.065283671	3.314468782	3779.79122	17318.00894
192.168.1.4	50960	79.106.35.253	8080	5	370	5	370	0	0	0.065527597	15.45246646	191.5551804	0
192.168.1.4	48908	103.75.34.121	46210	2	128	1	74	1	54	0.065587646	0.73421183	806.306812	588.386052
192.168.1.4	44608	43.229.27.175	8080	2	128	1	74	1	54	0.065617901	0.704150666	840.7291629	613.5050648
192.168.1.4	34072	180.247.199.128	8080	5	370	5	370	0	0	0.065655341	15.45167852	191.5649485	0
192.168.1.4	56580	1.10.188.205	43580	2	128	1	74	1	54	0.065984844	0.783719322	755.3724699	551.2177483
192.168.1.4	57298	196.18.215.72	3128	14	1732	13	1658	1	74	0.066297052	56.92294242	233.0167668	10.40002457
192.168.1.4	46322	181.191.241.179	33670	5	370	5	370	0	0	0.066358756	15.45103083	191.5729786	0
192.168.1.4	60532	31.46.30.228	51579	5	370	5	370	0	0	0.066430326	15.45093217	191.574202	0
192.168.1.4	56178	83.2.189.66	38011	10	1258	9	1184	1	74	0.066730782	107.0994882	88.44113221	5.527570763
192.168.1.4	40634	34.244.2.233	8123	5	370	5	370	0	0	0.066797905	15.45058294	191.5785321	0
192.168.1.4	44472	203.129.195.183	80	11	1305	10	1239	1	66	0.067040612	86.61817341	114.4332605	6.095718476
192.168.1.4	51278	188.121.103.187	4145	30	8967	15	1776	15	7191	0.067100918	2.781279362	5108.440452	20684.00636
192.168.1.4	57328	167.99.79.1	31330	2	128	1	74	1	54	0.067177106	0.702361223	842.8711333	615.0681243
192.168.1.4	50954	203.174.15.234	40604	2	128	1	74	1	54	0.06725981	0.752152343	787.074594	574.3517308
192.168.1.4	35102	103.94.169.114	30372	2	128	1	74	1	54	0.0673464	0.812334456	728.7638677	531.8006602
192.168.1.4	52110	118.175.93.164	37694	2	128	1	74	1	54	0.067514344	0.789314693	750.0177119	547.3102222
192.168.1.4	43492	196.18.215.230	3128	5	370	5	370	0	0	0.067541516	15.44987769	191.5872772	0
192.168.1.4	60714	92.115.102.133	53281	5	370	5	370	0	0	0.067680527	15.4503557	191.5813498	0
192.168.1.4	56798	103.21.231.131	53281	31	9225	14	1883	17	7342	0.067716304	9.632002466	1563.953088	6098.005083
192.168.1.4	52800	176.196.238.234	44648	2	128	1	74	1	54	0.068056202	0.666383955	888.3767317	648.2749123
192.168.1.4	58078	176.111.10.136	46560	2	128	1	74	1	54	0.068083715	0.69163085	855.9479381	624.6106575
192.168.1.4	37484	178.128.58.122	8080	2	128	1	74	1	54	0.068118868	0.721439747	820.5813479	598.8026052
192.168.1.4	59236	185.112.249.187	3128	3	202	2	148	1	54	0.068387387	1.421417287	832.9714369	303.9220108
192.168.1.4	57162	190.7.141.66	47231	5	370	5	370	0	0	0.068670171	15.44878016	191.6008881	0
192.168.1.4	60190	154.41.2.154	13538	32	9408	18	2272	14	7136	0.068925382	15.45073676	1176.384032	3694.839987
192.168.1.4	52712	177.223.52.242	42363	3	202	2	148	1	54	0.069049018	1.450510288	816.2644621	297.8262227
192.168.1.4	47802	181.129.39.2	29792	5	370	5	370	0	0	0.069113799	15.44829564	191.6068976	0
192.168.1.4	50256	36.37.163.220	23500	3	202	2	148	1	54	0.069245823	1.5504151	763.6664529	278.6350572
192.168.1.4	51754	134.0.16.6	47631	5	370	5	370	0	0	0.069306231	15.4487875	191.6007971	0
192.168.1.4	47030	31.42.254.24	30912	10	1169	9	1095	1	74	0.069429557	82.51979762	106.1563437	7.174036014
192.168.1.4	35224	200.71.123.185	34343	3	202	2	148	1	54	0.069618558	1.530056348	773.82771	282.3425429
192.168.1.4	56602	181.196.77.70	53281	5	370	5	370	0	0	0.069682609	15.44842558	191.605286	0
192.168.1.4	47578	12.189.124.100	44791	3	202	2	148	1	54	0.07006096	1.479502687	800.2689082	291.990007
192.168.1.4	46916	103.110.184.163	40186	3	202	2	148	1	54	0.07025	1.679499389	704.9719742	257.2195041
192.168.1.4	46568	170.79.123.26	4145	30	8947	15	1772	15	7175	0.070393631	5.459196418	2596.719172	10514.36798
192.168.1.4	55520	170.80.17.129	40336	5	370	5	370	0	0	0.070441545	15.44768097	191.6145216	0
192.168.1.4	57808	187.1.43.246	53396	2	148	2	148	0	0	0.070622804	1.047314859	1130.510075	0
192.168.1.4	35254	113.108.242.36	32655	31	9037	16	1846	15	7191	0.070682007	7.329027907	2015.001196	7849.335646
192.168.1.4	52230	109.225.41.174	47234	5	370	5	370	0	0	0.070748148	15.44675792	191.625972	0
192.168.1.4	54368	122.176.65.143	42175	4	276	3	222	1	54	0.071015894	3.498577521	507.6348857	123.478756
192.168.1.4	53168	124.41.211.231	49949	3	202	2	148	1	54	0.071043085	1.418801649	834.5070651	304.4823075
192.168.1.4	55046	202.57.49.193	4145	32	9096	16	1850	16	7246	0.071108634	4.818719222	3071.355545	12029.75258
192.168.1.4	48454	103.81.104.121	4145	32	9120	17	1940	15	7180	0.071415018	17.08651972	908.3183854	3361.714437
192.168.1.4	48070	68.183.17.69	8080	13	1658	12	1584	1	74	0.071451411	62.03782883	204.2624676	9.542564774
192.168.1.4	59520	81.174.247.181	8118	3	202	2	148	1	54	0.071475502	1.576774443	750.9000449	273.9770434
192.168.1.4	60936	91.218.163.74	50517	29	8898	13	1640	16	7258	0.07174807	3.577833751	3667.023376	16228.81443
192.168.1.4	60020	89.111.104.2	41258	5	370	5	370	0	0	0.071857948	15.44567665	191.6393867	0
192.168.1.4	45604	178.75.58.58	41514	3	202	2	148	1	54	0.072007727	1.447719169	817.8381729	298.4004144
192.168.1.4	49444	190.128.135.130	44915	31	9021	16	1846	15	7175	0.072079447	11.03742983	1337.992652	5200.486064
192.168.1.4	52874	103.221.254.2	36778	3	202	2	148	1	54	0.072136928	1.42749849	829.4229439	302.6272903
192.168.1.4	41724	185.162.57.251	80	5	370	5	370	0	0	0.07244218	15.44570839	191.6389929	0
192.168.1.4	57756	178.128.123.20	8888	3	202	2	148	1	54	0.072505675	1.407293524	841.331236	306.9722077
192.168.1.4	41258	36.37.124.234	36179	28	8919	13	1728	15	7191	0.072709636	4.416945316	3129.764806	13024.38583
192.168.1.4	47654	196.18.215.239	3128	5	370	5	370	0	0	0.072800926	15.44469542	191.6515618	0
192.168.1.4	56104	182.253.201.10	36776	5	370	5	370	0	0	0.073045852	15.44511902	191.6463056	0
192.168.1.4	55470	31.223.245.183	4145	5	370	5	370	0	0	0.073231308	15.44433035	191.6560921	0
192.168.1.4	45180	213.6.67.86	32586	28	8935	13	1728	15	7207	0.073264182	5.616387026	2461.368837	10265.67431
192.168.1.4	59498	210.3.215.56	8080	11	1332	10	1258	1	74	0.073393516	60.49984763	166.3475264	9.78514861
192.168.1.4	37726	213.23.110.196	8080	5	370	5	370	0	0	0.073585665	15.44392978	191.6610631	0
192.168.1.4	55168	213.87.42.53	40367	5	370	5	370	0	0	0.073872259	15.44367953	191.6641688	0
192.168.1.4	44958	5.157.115.235	3128	5	370	5	370	0	0	0.07392834	15.44365977	191.664414	0
192.168.1.4	59296	203.81.176.254	49901	2	128	1	74	1	54	0.074167701	0.885390204	668.6317483	487.920465
192.168.1.4	51388	60.46.17.210	3128	5	370	5	370	0	0	0.074313559	15.44329509	191.66894	0
192.168.1.4	43832	2.92.242.230	40014	5	370	5	370	0	0	0.07451351	15.44297392	191.6729262	0
192.168.1.4	56524	91.237.161.141	45311	5	370	5	370	0	0	0.074665172	15.44297712	191.6728864	0
192.168.1.4	51154	217.113.17.226	50948	2	128	1	74	1	54	0.074809483	0.659945162	897.0442305	654.5998439
192.168.1.4	58634	213.6.199.94	41320	2	128	1	74	1	54	0.074981758	0.644487598	918.5591807	670.2999427
192.168.1.4	42328	139.178.127.128	4145	5	370	5	370	0	0	0.075155829	15.44236942	191.6804294	0
192.168.1.4	33682	206.189.137.227	3128	5	370	5	370	0	0	0.075178508	15.44301547	191.6724105	0
192.168.1.4	57038	212.90.162.54	50819	5	370	5	370	0	0	0.075484187	15.44272444	191.6760226	0
192.168.1.4	60250	210.16.120.108	3128	5	370	5	370	0	0	0.075760739	15.44178173	191.6877244	0
192.168.1.4	58006	221.120.163.242	56969	3	202	2	148	1	54	0.075939243	1.583586332	747.6700045	272.7985152
193.160.226.89	53186	192.168.1.4	45504	5	370	0	0	5	370	0.064776063	15.45318954	0	191.5462172
194.169.164.3	57562	192.168.1.4	39776	12	1406	1	74	11	1332	0.05319373	70.24805877	8.427279136	151.6910244
195.39.71.252	56935	192.168.1.4	39142	3	222	0	0	3	222	0.066021454	3.099327485	0	573.0275386
195.239.178.110	40448	192.168.1.4	39922	2	128	1	54	1	74	0.044519583	0.505453151	854.6786169	1171.226253
196.32.109.73	56930	192.168.1.4	47232	2	128	1	54	1	74	0.064529986	0.670143559	644.6379946	883.3928075
196.201.206.129	55625	192.168.1.4	33500	5	370	0	0	5	370	0.013472871	15.50423053	0	190.9156339
197.98.180.162	61047	192.168.1.4	46702	5	370	0	0	5	370	0.073143101	15.44429614	0	191.6565166
197.245.152.245	38173	192.168.1.4	34508	12	1406	1	74	11	1332	0.037976259	54.39123774	10.88410605	195.913909
198.144.108.36	54321	192.168.1.4	38438	26	8683	11	6911	15	1772	0.072786753	3.256790954	16976.22008	4352.750975
200.35.49.73	45186	192.168.1.4	43986	2	128	1	54	1	74	0.063415167	0.646106347	668.6205793	916.2578308
201.234.253.24	59238	192.168.1.4	51326	3	202	1	54	2	148	0.07273358	1.486997145	290.5183789	796.235557
202.3.72.6	38725	192.168.1.4	38406	2	128	1	54	1	74	0.054203582	0.626001997	690.0936452	945.6838841
202.57.55.242	52634	192.168.1.4	32970	2	128	1	54	1	74	0.066266508	0.843158551	512.3591518	702.1218006
202.61.52.14	60267	192.168.1.4	58664	5	370	0	0	5	370	0.052648285	15.46580065	0	191.3900268
203.76.147.26	45684	192.168.1.4	41704	2	128	1	54	1	74	0.044157726	0.545363521	792.1321896	1085.514482
203.142.69.242	47619	192.168.1.4	35920	2	128	1	54	1	74	0.031908697	0.437582566	987.2422568	1352.887537
203.177.133.148	44632	192.168.1.4	43454	2	128	1	54	1	74	0.045473189	0.629385685	686.3835805	940.5997215
208.77.8.25	54321	192.168.1.4	38768	5	370	0	0	5	370	0.076104207	15.44146631	0	191.6916399
208.98.185.89	53630	192.168.1.4	38116	22	2110	7	470	15	1640	0.075453236	74.32182287	50.59079359	176.5295776
212.28.237.131	59588	192.168.1.4	35522	2	128	1	54	1	74	0.075284478	0.613770861	703.8457305	964.5293343
212.72.159.174	50323	192.168.1.4	40132	2	128	1	54	1	74	0.045627535	0.381606604	1132.05588	1551.335836
213.174.6.207	43935	192.168.1.4	43270	30	8983	15	7191	15	1792	0.075580525	4.824101011	11925.12343	2971.745402
